0.14687499, 0.059374999, 0.09375, 0.21250001, 0.40937501, 0.068750001, 0.003125, 0.0062500001, 0, 0;
 0.057142857, 0.1, 0.085714288, 0.24285714, 0.27142859, 0.12857144, 0.071428575, 0.028571429, 0.014285714, 0;
 0.25568181, 0.090909094, 0.042613637, 0.065340906, 0.18465909, 0.28125, 0.03125, 0.03125, 0.017045455, 0;
 0.13846155, 0.069230773, 0.023076924, 0.0076923077, 0.023076924, 0.030769231, 0.053846154, 0.092307694, 0.33076924, 0.23076923;
 0.11458334, 0.083333336, 0.083333336, 0.052083332, 0.10416666, 0.25, 0.23958333, 0.072916664, 0, 0;
 0.15000001, 0.1, 0.025, 0.0083333338, 0.016666668, 0.025, 0.06666667, 0.31666666, 0.26666668, 0.025;
 0.11363637, 0.25757575, 0.18181819, 0.1969697, 0.1969697, 0.037878789, 0.0075757578, 0.0075757578, 0, 0;
 0.11538462, 0.069230773, 0.1, 0.061538462, 0.26153848, 0.26923078, 0.11538462, 0.0076923077, 0, 0;
 0.069230773, 0.26153848, 0.12307692, 0.10769231, 0.22307692, 0.20769231, 0.0076923077, 0, 0, 0;
 0.10714286, 0.125, 0.16071428, 0.10714286, 0.25, 0.071428575, 0.10714286, 0.071428575, 0, 0;
 0.051587302, 0.1031746, 0.1984127, 0.23809524, 0.34126985, 0.05952381, 0.0079365084, 0, 0, 0;
 0.16118421, 0.069078945, 0.02631579, 0.013157895, 0.0098684207, 0.013157895, 0.2631579, 0.25, 0.19078948, 0.0032894737;
 0.29326922, 0.072115384, 0.072115384, 0.096153848, 0.17788461, 0.091346152, 0.10576923, 0.086538464, 0.0048076925, 0;
 0.30555555, 0.25, 0.10416666, 0.041666668, 0.020833334, 0.013888889, 0.013888889, 0.03125, 0.21875, 0;
 0, 0.10489511, 0.034965035, 0.12587413, 0.11188811, 0.16783217, 0.24475524, 0.17482518, 0.034965035, 0;
 0.084415585, 0.012987013, 0.038961038, 0.11688311, 0.13636364, 0.24675325, 0.36363637, 0, 0, 0;
 0.175, 0.075000003, 0.1, 0.075000003, 0.15000001, 0.30833334, 0.058333334, 0.033333335, 0.025, 0;
 0.046296295, 0.027777778, 0.064814813, 0.055555556, 0.064814813, 0.1574074, 0.39814815, 0.1574074, 0.027777778, 0;
 0.14666666, 0.25333333, 0.22, 0.13, 0.16, 0.07, 0.0099999998, 0.0099999998, 0, 0;
 0.15384616, 0.14685315, 0.097902097, 0.062937066, 0.17482518, 0.13986014, 0.2027972, 0.013986014, 0.0069930069, 0;
 0.17261904, 0.065476194, 0.11904762, 0.22619048, 0.25, 0.10714286, 0.011904762, 0.029761905, 0.017857144, 0;
 0.18181819, 0.24242425, 0.098484851, 0.06818182, 0.060606062, 0.12121212, 0.21212122, 0.015151516, 0, 0;
 0.21256039, 0.26328501, 0.16666667, 0.096618354, 0.057971016, 0.065217391, 0.065217391, 0.057971016, 0.014492754, 0;
 0.11282051, 0.38461539, 0.32307693, 0.097435899, 0.025641026, 0.0051282053, 0.030769231, 0.015384615, 0.0051282053, 0;
 0.15384616, 0.14685315, 0.097902097, 0.062937066, 0.17482518, 0.13986014, 0.2027972, 0.013986014, 0.0069930069, 0;
 0.15104167, 0.15104167, 0.16666667, 0.13020833, 0.20833333, 0.171875, 0.020833334, 0, 0, 0;
 0.18181819, 0.24242425, 0.098484851, 0.06818182, 0.060606062, 0.12121212, 0.21212122, 0.015151516, 0, 0;
 0.072916664, 0.17708333, 0.34375, 0.22916667, 0.10416666, 0.03125, 0.020833334, 0.020833334, 0, 0;
 0.050000001, 0.34444445, 0.2888889, 0.28333333, 0.011111111, 0.0055555557, 0.011111111, 0.0055555557, 0, 0;
 0.06818182, 0.12878788, 0.21969697, 0.23484848, 0.21212122, 0.098484851, 0.015151516, 0.022727273, 0, 0
